ResponseIdHash,Q14_5,code1,code2,code3,code4,code5
77a9cd53417307bf6c3e513690730fc3,More work for me to do to fix the problem,waste-resources-or-time,overreliance,,,
173d6c4c691bf7706b856eace33f6c8e,people use it for malicious tasks,aid-criminal,,,,
a9da1febbc3bcb97d7dc7012e0db07f1,Lost money,financial-disturbance,,,,
9e4f19e2e6f2c7231db2d45db757d334,False information could cause a student to fail the assignment or a business person to be fired,misinformation,hinder-career,,,
c5b37cc2b9e7afd3b8bd36992703f159,It could be anything from software failure to compromising users private data,general-harm,data-security-privacy-risk,,,
4d6ac74857368d235a6f43ec5f9b1e18,Stress to the person,mental-harm,,,,
2786a7ba3781fabee16e5c2095b5e165,People not getting better or getting sicker. ,negative-health-wellbeing,hinder-medical-care,,,
a6cc42810af8225db3834b970193861d,there wouldn't be any,no-harm,,,,
a636a6f4cde799a77e31fa11052b95d0,my account being in the hole,financial-disturbance,,,,
be3c76b02ea3ca205e2a2a22711128aa,Monsters on the streets.,na,,,,
3a38149269ebe3f0bc99bea65af0f591,It was set you back & worse off than not using AI.,waste-resources-or-time,general-harm,,,
bcb9f2593721bc603fdbbd50073a5602,Poorer health,negative-health-wellbeing,,,,
c3259392956599cb69c56cf11008ab0d,This kind of failure cases can lead to incorrect hypothesis and data processing errors.,hinder-science,incorrect-ai-output,,,
73a53ad8225d472278f3a90795146d80,Action would be taken on invalid info with potential harm,misinformation,general-harm,incorrect-ai-output,,
a65d618d1ff12a35f7e1cb5a9245360c,The individual could lose items and credit could be impacted.,financial-disturbance,,,,
c16e8a2b52da094d23008d2b98e5656e,injury or death,physical-harm,,,,
85e930944101cfe1424c76aef17f62a1,A bad grade for student ,impede-learning,incorrect-ai-output,,,
60c597e9f4fb7b65d344c6f189d24f84,Death or injury,physical-harm,,,,
2e3a9d97346d18a27b19b6a296e0d0c3,the children becoming sick from ingesting bad ingredients. ,physical-harm,negative-health-wellbeing,,,
2108aeeabb6be93fbf52fcb1401a544f,"potentially leading to misguided decisions, wasted resources, and exacerbation of existing problems.",misinformation,waste-resources-or-time,general-harm,,
be64a10d93d74ee5b4207a517da511d1,It could result in faulty or injurious products/designs.,physical-harm,incorrect-ai-output,,,
86dc823a1acd400cb58358e49a38f495,Well if it got in a crash it would be bad. ,physical-harm,,,,
652f4bdafe601b7f01aa20ee3aab3a2b,failed work. ,general-harm,,,,
d234eea3ad3f2612764a2387e15a8757,"physical, psychological or personal harm to patients",physical-harm,mental-harm,general-harm,,
90bb46775d6d850171a5b8b42430a8cc,Work would grind to a halt. Our clients would be in trouble and would not pay us. The company would fail.,financial-disturbance,economic-disturbance,business-use,,
45a08d0a08dcc04e608acfd57ad7c811,people wouldnt trust computers anymore,distrust-ai,,,,
d25d7f72b3f148213c9441670c6f045f,The negative impact would solely be for the corporations who felt they could get away with destroying human livelihoods in the first place.,economic-disturbance,human-labor-replacement,distrust-institution,business-use,
bc3aab74a5807043192f03bb37f76728,People could lose money they were investing for retirement.,financial-disturbance,,,,
c4c1b130e8c2d0da446099c82ff6fd09,It would put the space race back many years,hinder-science,economic-disturbance,,,
08e5ec80411e86b34558fb45ec25b0fa,increasing debt bondage,financial-disturbance,,,,
50b9f2f7b68fb67912f3fdbaad6a55ae,Death or near death consequences.,physical-harm,,,,
4ba7f92e249b5423c7b0600877db212b,It could lead to unforseen expenses that coupdnt easily be paid. Major medical crisis that can't be treated in a timely or effective manner. ,financial-disturbance,hinder-medical-care,,,
cf0ff84c4c8c902fed4312f79452badd,"No, the negative impact of those failure cases being deaf but. injury. people that were maybe without homes, you know, the list could  go on.",na,,,,
b026a6f3c2454afd9011269e82efdaa9,injury or death,physical-harm,,,,
775fc4ef46bfe901520ca2220f12a670,People could be robbed or killed if an application was designed to take advantage of a vulnerability of a security system.,physical-harm,general-harm,data-security-privacy-risk,aid-criminal,
813b00e7390edb62fa6144e0eeed39a7,"A company would lose sales and this, in turn, could lead to actual job loss for people or even physical harm to customers.. ",physical-harm,financial-disturbance,human-labor-replacement,,
da687c495c21bfb09dab1d123509102b,Tech-X could lose users and gain a poor reputation ,waste-resources-or-time,distrust-institution,,,
016ede1805476bb449b4896e129ae249,loss and disappearance of people,physical-harm,extinction,,,
e680b3a6bc63e69156914eeda737b87f,total misunderstanding ,miscommunication,,,,
d8209eed05a7b72f0293300141cac6f9,"financial ruin, weakening or destruction of democratic institutions, destructive social or government policies ",financial-disturbance,economic-disturbance,distrust-institution,social-division,
c823a619b09d8ff77b93705d8ea953e5,Could cause anything from minor issues to loss of life ,range,,,,
89daafefcd2ab4dfb00694fe1b72e580,Making people more sick than they already are or even death,physical-harm,negative-health-wellbeing,,,
dce941be0f502dc139c2ef2791afaf8c,People could find themselves delinquent in bills for things like electricity or Internet and other services ,financial-disturbance,,,,
9146c451934beaa6231caf4263098684,They will not learn to do anything on their own ,impede-learning,overreliance,,,
a9ef8ecb963364bd7b9f58b912e2e743,It will lead to theft ,aid-criminal,,,,
0584811d80b0119249f2b2885bf9baa8,Delay scientific advancement and progress,hinder-science,,,,
24cea6b23501d18238808d061783ee4e,That a false doctrine would appear as fact.,misinformation,,,,
09496ad80015802ae2d8d2c4da1b6458,People will not be able to do simple tasks on their own ,overreliance,,,,
2e9a89910561e687c74d147f8955b70f,A negative impact of those failure cases could lead to death of someone or emotional pain and suffering in the homeless population.,physical-harm,mental-harm,minority,,
5a1723f419c7897061a965269996cd62,Loss of confidence and motivation: Repeated misunderstandings and failed interactions could lead to frustration and a reluctance to engage in further language learning.,distrust-ai,impede-learning,mental-harm,,
6500b32e2e0051c709b8fddf20103634,Depression? Continued illness? ,mental-harm,negative-health-wellbeing,,,
8de39501262d7562cc5d2a456a250049,"I would beleft with less, or even no funds for necessities.",financial-disturbance,,,,
909e480e6e6cc5be84b7a6772883e24e,The negative impact to customers would be service failures that lead to material loss and the company would lose its market.,financial-disturbance,economic-disturbance,business-use,,
ce09d3badff9e7808cf77cf1d47b4e3a,"Patient harm and worsened health outcomes, Loss of patient trust, Delay in proper medical care, Increased healthcare costs, Diminished adoption of AI in healthcare:",physical-harm,distrust-ai,economic-disturbance,hinder-medical-care,
e4a0ced935d41130e3788b69211d59ba,accidents,physical-harm,,,,
acdc08e8037f2a8557eb4f2a62f65d9a,"The negative impact could cause disagreements, arguments, wars, dissention and dangerous thoughts besides physical harm.",physical-harm,mental-harm,social-division,war,
9d6b7af26a99778deb0a58c4a23ed14d,Less resources for others,economic-disturbance,,,,
25c8248277437c120f8f1abe62bab220,Harmful consequences for everyone.,general-harm,,,,
6b1b44df09b0c95d52775e0cd92f5eec,Humans would be clueless to where our information comes from,distrust-ai,information-access,,,
da5798f5fac7da2ca161d7e0e6d01fe7,People would draw wrong conclusions or make bad medical decisions based on the faulty data.,misinformation,negative-health-wellbeing,incorrect-ai-output,hinder-medical-care,
08d9c8047b0f324e92053236a83d382d,Absolute chaos and the death of people unnecessarily.,physical-harm,general-harm,,,
88d76a15b18b8f63bcd5c21e17e1ba6e,Misinformed decisions causing individuals to delay retirement or make abrupt lifestyle changes due to unanticipated financial problems.,misinformation,financial-disturbance,incorrect-ai-output,,
6f627669473d98e6a5799dd7d6c0931b,Bad data could mean bad decisions based on false info,misinformation,incorrect-ai-output,,,
093711c3e6d5a0bfdea2dcace9901e24,the spread of misinformation,misinformation,,,,
b71ce395b1c49b2af3db94484fcff5b8,Unemployment ,human-labor-replacement,,,,
