ResponseIdHash,Q11_4,code1,code2,code3,code4,code5,code6
7bf1fb876af777da55153e0d417e189b,replace human assistance. It could give a false sense of security.,overreliance,human-labor-replacement,,,,
408aec8cd9123c0f4e3fa16fbda8f859,create bad things or people misusing it in the wrong ways ,general-harm,,,,,
97e1c674d2c575a4a4e590923465dd0d,Make students have it do math homework for them and they aren’t learning math.,overreliance,impede-learning,,,,
12965e1d523b693632399e895474a72c,figure out a way to kill off the morons that pollute the world.,mental-harm,bias,extinction,,,
3e3e3e9cbb08a8bdf238bd36cec8a0b9,make others believe the words were my own,plagirism,,,,,
338ec7076cc4f26e4acd5522a9161132,machings take over the world like terminator,war,extinction,,,,
ff10af1356428ae0930b16bd69eacc77,"Using AI to generate material such as text, art, imagery, etc for the express purpose of passing it off as original ideas",plagirism,damaging-creativity,,,,
74a7722ebdd4619831af151dc858f1f4,"Cheat on math exams/homework in school as well as possibly steal and copy the code of a program that isn't owned by you.,",plagirism,impede-learning,unqualified-accessibility,,,
e62e86fb2c66f2b3dfbca71c5ac1d8dd,Take advantage of others by teaching of crimminal and negative manipulation techniques to assist a person with living their life.,mental-harm,manipulate-people,aid-criminal,,,
8a5d2d1f40d2de1f14044c7b38f61bf1,increase the profits of a sponsored organization that isn't really a personalized recommendation,manipulate-people,bias,misinformation,financial-disturbance,,
3c943b599ad77088ac850dbc06e8803d,create malicious programs to disrupt society.,social-division,hacking-risk,aid-criminal,,,
fb232fe05988561afe58279f6bbb1e7b,Falsify data to skew studies towards a preferred result,manipulate-people,data-security-privacy-risk,misinformation,hinder-science,,
8dfb97926b6b7f01d195d78d9d57d715,Replace human employees,human-labor-replacement,,,,,
912469ebd49b69578329dd904454aeb4,I think AI could be hijacked to whoever is in charge and used as propagnada to fit an agenda.,manipulate-people,bias,hacking-risk,misinformation,,
4d1bc0230a89034c3956db71249c07c0,falsely say something is true or not,misinformation,,,,,
4c07febef04fd5d0c4cf9c3f4f83e177,Plans aren't efficient for the area we live,na,,,,,
77a9cd53417307bf6c3e513690730fc3,If the lesson plans were not correct or inappropriate for the classroom,mental-harm,incorrect-ai-output,impede-learning,,,
173d6c4c691bf7706b856eace33f6c8e,"People are lazier, AI does most of their work",overreliance,,,,,
a9da1febbc3bcb97d7dc7012e0db07f1,Buy harmful things,manipulate-people,physical-harm,,,,
9e4f19e2e6f2c7231db2d45db757d334,Always do 100% of the work,overreliance,,,,,
c5b37cc2b9e7afd3b8bd36992703f159,"Assist in hacking, provide information to someone that would use it maliciously",hacking-risk,aid-criminal,,,,
4d6ac74857368d235a6f43ec5f9b1e18,collect information about individual people and store this information,data-security-privacy-risk,,,,,
2786a7ba3781fabee16e5c2095b5e165,be the sole medical advice taken. Or the data could be leaked.,overreliance,data-security-privacy-risk,,,,
a6cc42810af8225db3834b970193861d,the substitutions could be very expensive.,financial-disturbance,,,,,
a636a6f4cde799a77e31fa11052b95d0,take money from my account without permission or order things that I didn't want or need.,manipulate-people,financial-disturbance,,,,
be3c76b02ea3ca205e2a2a22711128aa,I think millions of weirdos with bad thoughts who haven’t acted on them might be victim to some code problems where the AI thinks they are offenders.,bias,incorrect-ai-output,minority,,,
3a38149269ebe3f0bc99bea65af0f591,"cheat on homework or tests for those still in school, students.",,,,,,
bcb9f2593721bc603fdbbd50073a5602,I don’t foresee a negative impact,no-harm,,,,,
c3259392956599cb69c56cf11008ab0d,"manipulate the system to generate false hypotheses or spread misinformation, leading to misguided research directions.",manipulate-people,misinformation,hinder-science,,,
73a53ad8225d472278f3a90795146d80,only find support rather than support and invalidation,bias,,,,,
a65d618d1ff12a35f7e1cb5a9245360c,Not answer the emails and pay the bills.,na,,,,,
c16e8a2b52da094d23008d2b98e5656e,someone might not go to the doctor or call emergency help and instead rely on AI which might be wrong,overreliance,negative-health-wellbeing,incorrect-ai-output,,,
85e930944101cfe1424c76aef17f62a1,Get lazy with studying for yourself,overreliance,impede-learning,,,,
60c597e9f4fb7b65d344c6f189d24f84,Create something a doctor would not approve of. Incorrectly include allergens. Create plans based around ads/ in an attempt to sell a product,manipulate-people,misinformation,business-use,incorrect-ai-output,,
2e3a9d97346d18a27b19b6a296e0d0c3,make my family ill. ,negative-health-wellbeing,physical-harm,,,,
2108aeeabb6be93fbf52fcb1401a544f,manipulate information for malicious purposes.,manipulate-people,misinformation,,,,
be64a10d93d74ee5b4207a517da511d1,It can be used to reduce workforces.,human-labor-replacement,,,,,
86dc823a1acd400cb58358e49a38f495,I really don't see malicious uses if it is kept in my house. ,no-harm,,,,,
652f4bdafe601b7f01aa20ee3aab3a2b,collect and analize data for a war,war,data-security-privacy-risk,,,,
d234eea3ad3f2612764a2387e15a8757,provide information to insurance companies in order to raise rates or provide info to corporations on hiring individuals with known conditions,manipulate-people,bias,data-security-privacy-risk,financial-disturbance,,
90bb46775d6d850171a5b8b42430a8cc,create chaos or facilitate theft.,aid-criminal,general-harm,,,,
45a08d0a08dcc04e608acfd57ad7c811,hack and spread malware,hacking-risk,data-security-privacy-risk,misinformation,,,
d25d7f72b3f148213c9441670c6f045f,replace human workers with AI en masse.,human-labor-replacement,,,,,
bc3aab74a5807043192f03bb37f76728,It would have a negative impact it someone found a way to manipulate Tech-X into investing in things that were fraudulent.,manipulate-people,financial-disturbance,,,,
c4c1b130e8c2d0da446099c82ff6fd09,affect negatively life on other planets or more realistly  it could put some legacy  industries out of business ,economic-disturbance,environmental-harm,,,,
08e5ec80411e86b34558fb45ec25b0fa,benefit the rentier class,bias,economic-disturbance,financial-disturbance,,,
50b9f2f7b68fb67912f3fdbaad6a55ae,"It could be hacked, and the info used against the user.",hacking-risk,data-security-privacy-risk,,,,
4ba7f92e249b5423c7b0600877db212b,There is no negative to such a specific use case that i can fathom. The only negative would be misinformation.,misinformation,no-harm,,,,
cf0ff84c4c8c902fed4312f79452badd,"But I could have really negative impact if the wrong people got behind the scenes and were able to program the A. I. To do things. It wasn't intended to do any kind of malicious attack or event, which is sometimes. kind of AI that has this kind of power or knowledge. I suppose could be programmed to do just about anything.",manipulate-people,hacking-risk,aid-criminal,general-harm,,
b026a6f3c2454afd9011269e82efdaa9,replace medical personnel,human-labor-replacement,,,,,
775fc4ef46bfe901520ca2220f12a670,"Create an application which was malicious in nature, either by using it to create a virus or ransomware, for example.",hacking-risk,aid-criminal,data-security-privacy-risk,general-harm,,
813b00e7390edb62fa6144e0eeed39a7,create a product that intentionally harmed customers so that the company could create opportunities to compel customers to buy even more products.,manipulate-people,economic-disturbance,physical-harm,business-use,,
da687c495c21bfb09dab1d123509102b,purposefully mislead the groups looking for beneficial information about investing.,manipulate-people,misinformation,financial-disturbance,,,
016ede1805476bb449b4896e129ae249,"This technology could harm many people, generally underrepresented groups, it could be misused by unscrupulous or terrorist groups.",aid-criminal,terrorism,general-harm,minority,,
e680b3a6bc63e69156914eeda737b87f,assess unapproved or personal data,data-security-privacy-risk,,,,,
d8209eed05a7b72f0293300141cac6f9,"disseminate unreliable, false or politically motivated material ",bias,social-division,misinformation,,,
c823a619b09d8ff77b93705d8ea953e5,create viruses or other malicious programs more easily and possibly with harder to combat designs,hacking-risk,aid-criminal,,,,
89daafefcd2ab4dfb00694fe1b72e580,"Make a diagnosis that wasn't correct, system could be hacked into",hacking-risk,incorrect-ai-output,,,,
dce941be0f502dc139c2ef2791afaf8c,I suppose people could become dependent on the technology but as long as it works properly I don't really see a problem ,overreliance,no-harm,,,,
9146c451934beaa6231caf4263098684,I may become too dependent Tech-X,overreliance,,,,,
a9ef8ecb963364bd7b9f58b912e2e743,Do verification ,na,,,,,
0584811d80b0119249f2b2885bf9baa8,"If misused, could lead to the manipulation of scientific data for fraud.",manipulate-people,misinformation,hinder-science,legal-issues,,
24cea6b23501d18238808d061783ee4e,influence thought in the wrong direction.,manipulate-people,,,,,
09496ad80015802ae2d8d2c4da1b6458,People will abuse it too much ,overreliance,,,,,
2e9a89910561e687c74d147f8955b70f,violate individual privacy laws,data-security-privacy-risk,legal-issues,,,,
5a1723f419c7897061a965269996cd62,Deepfake Propaganda and Disinformation,manipulate-people,bias,social-division,misinformation,,
6500b32e2e0051c709b8fddf20103634,Creation of new diseases for bio-warfare. ,war,,,,,
8de39501262d7562cc5d2a456a250049,"The tool might not have all the necessary input and information fo my peesonal use case, and give me innaccurate actions. Other entioties coulds use similar tools to game or influence those decisions and choices by targeted input.",manipulate-people,bias,misinformation,incorrect-ai-output,,
909e480e6e6cc5be84b7a6772883e24e,"The negative impact of AI is dependant on a person's position. The impact is great and wonderful if it creates large profit, but it is negative and unfortunate if it replaces a person's function at work.  Replacing a workforce could be seen as malicious, but is a natural progression of the availability of the technology. If the tech can mimic human interaction sufficiently, then a business owner might replace almost everyone with the tech.",economic-disturbance,human-labor-replacement,business-use,,,
ce09d3badff9e7808cf77cf1d47b4e3a,"maliciously influence medical diagnoses and treatment plans. Malicious actors might use Tech-X 10's enhanced capabilities to create misleading diagnostic information, resulting in inaccurate treatments, unwarranted medical procedures, and potential patient injury. Furthermore, malevolent actors gaining illegal access to sensitive medical data may jeopardize patient privacy and confidentiality, presenting ethical and security problems in healthcare systems.",data-security-privacy-risk,misinformation,incorrect-ai-output,hinder-medical-care,,
e4a0ced935d41130e3788b69211d59ba,carry goods,na,,,,,
acdc08e8037f2a8557eb4f2a62f65d9a,"...harm, subliminal seduction or brain wash.",mental-harm,manipulate-people,,,,
9d6b7af26a99778deb0a58c4a23ed14d,Target people who do not trust the elite in the world,manipulate-people,bias,social-division,,,
25c8248277437c120f8f1abe62bab220,"It could negatively create diseases, start wars, etc.",war,negative-health-wellbeing,physical-harm,,,
6b1b44df09b0c95d52775e0cd92f5eec,as the sole source for this information,na,,,,,
da5798f5fac7da2ca161d7e0e6d01fe7,Misinform people-use bad resources.,misinformation,,,,,
08d9c8047b0f324e92053236a83d382d,Hold a people hostage unless they came up with some type of ransom to benefit the culprits.,manipulate-people,aid-criminal,financial-disturbance,,,
88d76a15b18b8f63bcd5c21e17e1ba6e,manipulate financial data or provide biased recommendations intentionally,manipulate-people,bias,misinformation,financial-disturbance,,
6f627669473d98e6a5799dd7d6c0931b,Diminish people’s privacy ,data-security-privacy-risk,,,,,
093711c3e6d5a0bfdea2dcace9901e24,write the research papers and the articles thus eliminating the need for people to write or learn,human-labor-replacement,impede-learning,damaging-creativity,,,
b71ce395b1c49b2af3db94484fcff5b8,Create product that steals from artists and out people out of work.  ,human-labor-replacement,plagirism,,,,
